Numéro CAS;Nom SA;Source;Date;Nom;valeur;Unite;Etude(s) pivot(s) 1;NOAEL de l'Ètude pivot 1;Unité NOAEL étude pivot 1;Etude(s) pivot(s) 2;Facteur de sécurité;F.correction (abs. orale lim.)
422556-08-9;pyroxsulame;UE;01/05/2014;DJA;0,9;mg/kg/j;1 an, voie orale, chien;89;mg/kg p.c./j;;100;non nécessaire
422556-08-9;pyroxsulame;UE;01/05/2014;AOEL;0,7;mg/kg/j;90 jours et 1 an, voie orale, chien;91;mg/kg p.c./j;;100;75%
422556-08-9;pyroxsulame;UE;01/05/2014;ARFD;non pertinent;;;;;;;non nécessaire
90717-03-6;Quinmerac;UE;01/05/2011;DJA;0,08;mg/kg/j;1 an, voie orale, chien;7,9;mg/kg p.c./j;;100;non nécessaire
90717-03-6;Quinmerac;UE;01/05/2011;ARFD;0,3;mg/kg pc;TÈratogenËse, voie orale, lapin;30;mg/kg p.c./j;;100;non nécessaire
90717-03-6;Quinmerac;UE;01/05/2011;AOEL;0,08;mg/kg/j;1 an, voie orale, chien;7,9;mg/kg p.c./j;;100;non nécessaire
100646-51-3;quizalofop-P-ethyl;UE;23/04/2009;AOEL;0,01;mg/kg/j;90 jours, voie orale, souris;1,7;mg/kg p.c./j;;100;67%
100646-51-3;quizalofop-P-ethyl;UE;23/04/2009;ARFD;non pertinent;;;;;;;non nécessaire
100646-51-3;quizalofop-P-ethyl;UE;23/04/2009;DJA;0,009;mg/kg/j;2 ans, voie orale, rat;0,9;mg/kg p.c./j;;100;non nécessaire
122931-48-0;rimsulfuron;UE;27/01/2006;AOEL;0,07;mg/kg/j;90 jours, voie orale, rat;9,63;mg/kg p.c./j;1 an, voie orale, chien;100;70%
122931-48-0;rimsulfuron;UE;27/01/2006;ARFD;non pertinent;;;;;;;non nécessaire
122931-48-0;rimsulfuron;UE;27/01/2006;DJA;0,1;mg/kg/j;2 ans, voie orale, rat;11,8;mg/kg p.c./j;;100;non nécessaire
7631-86-9 (silicon dioxide)  14808-60-7 (quartz);Sable quartzeux (Quartz sand);UE;01/09/2009;DJA;non pertinent;;;;;;;non nécessaire
7631-86-9 (silicon dioxide)  14808-60-7 (quartz);Sable quartzeux (Quartz sand);UE;01/09/2009;ARFD;non pertinent;;;;;;;non nécessaire
7631-86-9 (silicon dioxide)  14808-60-7 (quartz);Sable quartzeux (Quartz sand);UE;01/09/2009;AOEL;non pertinent;;;;;;;non nécessaire
874967-67-6;sedaxane;UE;01/02/2014;DJA;0,11;mg/kg/j;2 ans, voie orale, rat;11;mg/kg p.c./j;;100;non nécessaire
874967-67-6;sedaxane;UE;01/02/2014;ARFD;0,3;mg/kg pc;NeurotoxicitÈ, voie orale, rat, aigue;30;mg/kg/p.c./j;;100;non nécessaire
874967-67-6;sedaxane;UE;01/02/2014;AOEL;0,28;mg/kg/j;90 jours, voie orale, rat;28;mg/kg p.c./j;;100;non nécessaire
175217-20-6;silthiofam;UE;01/07/2018;ARFD;0,2;mg/kg pc;TÈratogenËse, voie orale, lapin;20;mg/kg/p.c./j;;100;non nécessaire
175217-20-6;silthiofam;UE;01/07/2018;AOEL;0,1;mg/kg/j;90 jours, voie orale, chien;10;mg/kg p.c./j;;100;non nécessaire
175217-20-6;silthiofam;UE;01/07/2018;DJA;0,05;mg/kg/j;2 ans, voie orale, rat;5;mg/kg p.c./j;;100;non nécessaire
175217-20-6;silthiofam;UE;01/07/2018;AAOEL;non pertinent;;;;;;;non nécessaire
130561-48-7;sintofen;UE;01/06/2011;DJA;0,091;mg/kg/j;2 ans, voie orale, rat;9,1;mg/kg p.c./j;;100;non nécessaire
130561-48-7;sintofen;UE;01/06/2011;ARFD;non pertinent;;;;;;;non nécessaire
130561-48-7;sintofen;UE;01/06/2011;AOEL;0,165;mg/kg/j;90 jours, voie orale, rat;16,5;mg/kg p.c./j;;100;non nécessaire
87392-12-9 (S-isomer) 178961-20-1 (R-isomer);s-metolachlore;UE;27/01/2023;AAOEL;0,5;mg/kg pc;Autre(s) Ètude(s);500;;DÈveloppement, rat;100;non nécessaire
87392-12-9 (S-isomer) 178961-20-1 (R-isomer);s-metolachlore;UE;27/01/2023;ARFD;0,5;mg/kg pc;Autre(s) Ètude(s);500;;DÈveloppement, rat;100;non nécessaire
87392-12-9 (S-isomer) 178961-20-1 (R-isomer);s-metolachlore;UE;27/01/2023;DJA;0,03;mg/kg/j;Autre(s) Ètude(s);2,92;mg/kg p.c./j;6 mois, chien;100;non nécessaire
87392-12-9 (S-isomer) 178961-20-1 (R-isomer);s-metolachlore;UE;27/01/2023;AOEL;0,03;mg/kg/j;Autre(s) Ètude(s);2,92;mg/kg p.c./j;6 mois, chien;100;non nécessaire
7704-34-9;soufre;UE;01/01/2010;DJA;non pertinent;;;;;;;non nécessaire
7704-34-9;soufre;UE;01/01/2010;AOEL;non pertinent;;;;; non pertinent, comparer ‡ l'apport alimentaire humain de 26 mg/kg/j en moyenne (EFSA);;non nécessaire
7704-34-9;soufre;UE;01/01/2010;ARFD;non pertinent;;;;;;;non nécessaire
935545-74-7 (Spinetoram);spinetoram;UE;07/01/2014;ARFD;0,1;mg/kg pc;Etude multigÈnÈrations,voie orale, rat;10;mg/kg/p.c./j;;100;non nécessaire
935545-74-7 (Spinetoram);spinetoram;UE;07/01/2014;AOEL;0,0065;mg/kg/j;1 an, voie orale, chien;2,5;mg/kg/p.c./j;;100;26%
935545-74-7 (Spinetoram);spinetoram;UE;07/01/2014;DJA;0,025;mg/kg/j;1 an, voie orale, chien;2,5;mg/kg/p.c./j;;100;non nécessaire
168316-95-8;spinosad;UE;01/02/2007;AOEL;0,012;mg/kg/j;2 ans, voie orale, rat;2,4;mg/kg p.c./j;;100;50%
168316-95-8;spinosad;UE;01/02/2007;ARFD;non pertinent;;;;;;;non nécessaire
168316-95-8;spinosad;UE;01/02/2007;DJA;0,024;mg/kg/j;2 ans, voie orale, rat;2,4;mg/kg p.c./j;;100;non nécessaire
203313-25-1;spirotetramate;UE;01/05/2014;DJA;0,05;mg/kg/j;1 an, voie orale, chien;5;mg/kg p.c./j;;100;non nécessaire
203313-25-1;spirotetramate;UE;01/05/2014;AOEL;0,05;mg/kg/j;1 an, voie orale, chien;5;mg/kg p.c./j;;100;non nécessaire
203313-25-1;spirotetramate;UE;01/05/2014;ARFD;1;mg/kg pc;NeurotoxicitÈ, voie orale, rat, aigue;100;mg/kg p.c./j;;100;non nécessaire
118134-30-8;spiroxamine;UE;01/01/2012;AOEL;0,015;mg/kg/j;1 an, voie orale, chien;2,5;mg/kg p.c./j;;100;60%
118134-30-8;spiroxamine;UE;01/01/2012;ARFD;0,1;mg/kg pc;NeurotoxicitÈ, voie orale, rat, aigue;10;mg/kg/p.c./j;;100;non nécessaire
118134-30-8;spiroxamine;UE;01/01/2012;DJA;0,025;mg/kg/j;1 an, voie orale, chien;2,5;mg/kg p.c./j;;100;non nécessaire
99105-77-8;sulcotrione;UE;19/12/2008;AOEL;0,0006;mg/kg/j;Reproduction sur deux gÈnÈrations, rat;0,06;mg/kg p.c./j;;100;non nécessaire
99105-77-8;sulcotrione;UE;01/09/2009;ARFD;non pertinent;;;;;;;non nécessaire
99105-77-8;sulcotrione;UE;19/12/2008;DJA;0,0004;mg/kg/j;2 ans, voie orale, rat;0,04;mg/kg p.c./j;;100;non nécessaire
7782-63-0;sulfate de fer;UE;01/09/2009;AOEL;0,38;mg/kg/j;TÈratogenËse, voie orale, rat;380;mg/kg p.c./j;"TÈratogenËse, voie orale, souris ; donnÈes humaines";100;10%
7782-63-0;sulfate de fer;UE;01/09/2009;ARFD;non pertinent;;;;;;;non nécessaire
7782-63-0;sulfate de fer;UE;01/09/2009;DJA;0,8;mg/kg/j;Autre(s) Ètude(s);;;DonnÈes humaines;;non nécessaire
141776-32-1;Sulfosulfuron;UE;01/01/2016;DJA;0,24;mg/kg/j;2 ans, voie orale, rat;24,4;mg/kg p.c./j;;100;non nécessaire
141776-32-1;Sulfosulfuron;UE;01/01/2016;AOEL;0,4;mg/kg/j;90 jours et 1 an, voie orale, chien;100;mg/kg p.c./j;;100;40%
141776-32-1;Sulfosulfuron;UE;01/01/2016;ARFD;non pertinent;;;;;;;non nécessaire
102851-06-9;tau-fluvalinate;UE;01/06/2011;AOEL;0,0044;mg/kg/j;90 jours, voie orale, rat;1;mg/kg p.c./j;;100;44%
102851-06-9;tau-fluvalinate;UE;01/06/2011;ARFD;0,05;mg/kg pc;TÈratogenËse, voie orale, rat;5;mg/kg p.c./j;NeurotoxicitÈ, voie orale, rat, chronique;100;non nécessaire
102851-06-9;tau-fluvalinate;UE;01/06/2011;DJA;0,005;mg/kg/j;2 ans, voie orale, rat;0,5;mg/kg p.c./j;;100;non nécessaire
107534-96-3;tebuconazole;UE;01/09/2009;ARFD;0,03;mg/kg pc;Autre(s) Ètude(s);10;mg/kg p.c./j;TÈratogenËse, voie orale, souris;300;non nécessaire
107534-96-3;tebuconazole;UE;01/09/2009;AOEL;0,03;mg/kg/j;1 an, voie orale, chien;3;mg/kg p.c./j;TÈratogenËse, voie orale, souris (LOAEL);100;non nécessaire
107534-96-3;tebuconazole;UE;01/09/2009;DJA;0,03;mg/kg/j;1 an, voie orale, chien;3;mg/kg p.c./j;TÈratogenËse, voie orale, souris (LOAEL);100;non nécessaire
112410-23-8;tebufenozide;UE;01/06/2011;AOEL;0,008;mg/kg/j;90 jours, voie orale, chien;2;mg/kg p.c./j;;100;40%
112410-23-8;tebufenozide;UE;01/06/2011;DJA;0,02;mg/kg/j;90 jours et 1 an, voie orale, chien;2;mg/kg p.c./j;Etude multigÈnÈrations, voie orale, rat;100;non nécessaire
112410-23-8;tebufenozide;UE;01/06/2011;ARFD;non pertinent;;;;;;;non nécessaire
119168-77-3;tebufenpyrad;UE;01/11/2009;ARFD;0,02;mg/kg pc;90 jours et 1 an, voie orale, chien;2;mg/kg/p.c./j;;100;non nécessaire
119168-77-3;tebufenpyrad;UE;01/11/2009;AOEL;0,01;mg/kg/j;90 jours, voie orale, rat;0,7;mg/kg/p.c./j;2 ans,  voie orale, rat;100;non nécessaire
119168-77-3;tebufenpyrad;UE;01/11/2009;DJA;0,01;mg/kg/j;2 ans, voie orale, rat;0,8;mg/kg/p.c./j;90 jours, voire orale, rat;100;non nécessaire
79538-32-2;tefluthrine;UE;01/01/2012;DJA;0,005;mg/kg/j;1 an, voie orale, chien;0,5;mg/kg p.c./j;;100;non nécessaire
79538-32-2;tefluthrine;UE;01/01/2012;ARFD;0,005;mg/kg pc;90 jours, voie orale, chien;0,5;mg/kg p.c./j;;100;non nécessaire
79538-32-2;tefluthrine;UE;01/01/2012;AOEL;0,0015;mg/kg/j;90 jours et 1 an, voie orale, chien;0,5;mg/kg p.c./j;;100;30%
335104-84-2;tembotrione;UE;01/05/2014;ARFD;0,1;mg/kg pc;TÈratogenËse, voie orale, lapin;10;mg/kg p.c./j;;100;non nécessaire
335104-84-2;tembotrione;UE;01/05/2014;DJA;0,0004;mg/kg/j;2 ans, voie orale, rat;0,04;mg/kg p.c./j;;100;non nécessaire
335104-84-2;tembotrione;UE;01/05/2014;AOEL;0,0007;mg/kg/j;90 jours, voie orale, rat;0,07;mg/kg p.c./j;;100;non nécessaire
5915-41-3;terbuthylazine;UE;01/01/2012;ARFD;0,008;mg/kg pc;TÈratogenËse, voie orale, lapin;0,8;mg/kg/p.c./j;;100;non nécessaire
5915-41-3;terbuthylazine;UE;01/01/2012;AOEL;0,0032;mg/kg/j;1 an, voie orale, chien;0,4;mg/kg/p.c./j;;100;79%
5915-41-3;terbuthylazine;UE;01/01/2012;DJA;0,004;mg/kg/j;2 ans, voie orale, rat;0,35;mg/kg/p.c./j;1 an, voie orale, chien;100;non nécessaire
112281-77-3;tetraconazole;UE;31/07/2008;DJA;0,004;mg/kg/j;2 ans, voie orale, rat;0,4;mg/kg/p.c./j;;100;non nécessaire
112281-77-3;tetraconazole;UE;31/07/2008;ARFD;0,05;mg/kg pc;TÈratogenËse, voie orale, rat;5;mg/kg/p.c./j;;100;non nécessaire
112281-77-3;tetraconazole;UE;31/07/2008;AOEL;0,03;mg/kg/j;1 an, voie orale, chien;2,95;mg/kg/p.c./j;;100;non nécessaire
148-79-8;thiabendazole;UE;01/04/2017;AOEL;0,07;mg/kg/j;2 ans, voie orale, rat;10;mg/kg p.c./j;;100;70%
148-79-8;thiabendazole;UE;01/04/2017;DJA;0,1;mg/kg/j;2 ans, voie orale, rat;10;mg/kg p.c./j;;100;non nécessaire
148-79-8;thiabendazole;UE;01/04/2017;ARFD;0,1;mg/kg pc;TÈratogenËse, voie orale, rat;10;mg/kg/p.c./j;;100;non nécessaire
317815-83-1;thiencarbazone-methyl;UE;11/07/2013;ARFD;non pertinent;;;;;;;non nécessaire
317815-83-1;thiencarbazone-methyl;UE;11/07/2013;AOEL;0,12;mg/kg/j;90 jours, voie orale, rat;24;mg/kg p.c./j;;100;non nécessaire
317815-83-1;thiencarbazone-methyl;UE;11/07/2013;DJA;0,23;mg/kg/j;2 ans, voie orale, rat;22,8;mg/kg p.c./j;;100;non nécessaire
79277-27-3;thifensulfuron methyle;UE;12/07/2016;DJA;0,01;mg/kg/j;2 ans, voie orale, rat;0,96;mg/kg p.c./j;;100;non nécessaire
79277-27-3;thifensulfuron methyle;UE;12/07/2016;AOEL;0,07;mg/kg/j;90 jours, voie orale, rat;7;mg/kg p.c./j;;100;non nécessaire
79277-27-3;thifensulfuron methyle;UE;12/07/2016;ARFD;2;mg/kg pc;TÈratogenËse, voie orale, rat;200;mg/kg/p.c./j;;100;non nécessaire
57018-04-9;Tolclophos methyle;UE;01/09/2019;ARFD;0,14;mg/kg pc;Autre(s) Ètude(s);13,8;mg/kg/p.c./j;9 mois, voie orale, souris;100;non nécessaire
57018-04-9;Tolclophos methyle;UE;01/09/2019;AOEL;0,064;mg/kg/j;2 ans, voie orale, souris;6,4;mg/kg p.c./j;;100;non nécessaire
57018-04-9;Tolclophos methyle;UE;01/09/2019;DJA;0,064;mg/kg/j;2 ans, voie orale, souris;6,4;mg/kg p.c./j;;100;non nécessaire
57018-04-9;Tolclophos methyle;UE;01/09/2019;AAOEL;0,14;mg/kg pc;Autre(s) Ètude(s);13,8;mg/kg/p.c./j;9 mois, voie orale, souris;100;non nécessaire
2303-17-5;tri-allate;UE;01/01/2010;DJA;0,025;mg/kg/j;2 ans, voie orale, rat;2,5;mg/kg/p.c./j;;100;non nécessaire
2303-17-5;tri-allate;UE;01/01/2010;AOEL;0,032;mg/kg/j;NeurotoxicitÈ, voie orale, rat, chronique;6,4;mg/kg p.c./j;;100;50%
2303-17-5;tri-allate;UE;01/01/2010;ARFD;0,6;mg/kg pc;NeurotoxicitÈ, voie orale, rat, aigue;60;mg/kg/p.c./j;;100;non nécessaire
101200-48-0;tribenuron-methyl;UE;01/02/2019;AOEL;0,05;mg/kg/j;90 jours, voie orale, rat;7;mg/kg p.c./j;;100;67%
101200-48-0;tribenuron-methyl;UE;01/02/2019;ARFD;0,2;mg/kg pc;TÈratogenËse, voie orale, lapin;20;mg/kg p.c./j;;100;non nécessaire
101200-48-0;tribenuron-methyl;UE;01/02/2019;DJA;0,01;mg/kg/j;2 ans, voie orale, rat;1;mg/kg p.c./j;;100;non nécessaire
101200-48-0;tribenuron-methyl;UE;01/02/2019;AAOEL;0,13;mg/kg pc;TÈratogenËse, voie orale, lapin;20;mg/kg/p.c./j;;100;67%
055335-06-3;triclopyr;UE;21/08/2006;DJA;0,03;mg/kg/j;2 ans, voie orale, rat;3;mg/kg p.c./j;;100;non nécessaire
055335-06-3;triclopyr;UE;21/08/2006;ARFD;0,3;mg/kg pc;TÈratogenËse, voie orale, lapin;30;mg/kg p.c./j;;100;non nécessaire
055335-06-3;triclopyr;UE;21/08/2006;AOEL;0,05;mg/kg/j;90 jours, voie orale, rat;5;mg/kg p.c./j;;100;non nécessaire
64700-56-7;triclopyr butoxy ethyl ester;UE;21/08/2006;DJA;0,03;mg/kg/j;2 ans, voie orale, rat;3;mg/kg p.c./j;;100;non nécessaire
64700-56-7;triclopyr butoxy ethyl ester;UE;21/08/2006;AOEL;0,05;mg/kg/j;90 jours, voie orale, rat;5;mg/kg p.c./j;;100;non nécessaire
64700-56-7;triclopyr butoxy ethyl ester;UE;21/08/2006;ARFD;0,3;mg/kg pc;TÈratogenËse, voie orale, lapin;30;mg/kg p.c./j;;100;non nécessaire
141517-21-7;trifloxystrobine;UE;01/08/2018;DJA;0,1;mg/kg/j;2 ans, voie orale, rat;10;mg/kg p.c./j;;100;non nécessaire
141517-21-7;trifloxystrobine;UE;01/08/2018;ARFD;0,5;mg/kg pc;TÈratogenËse, voie orale, lapin;50;mg/kg/p.c./j;;100;non nécessaire
141517-21-7;trifloxystrobine;UE;01/08/2018;AOEL;0,06;mg/kg/j;2 ans, voie orale, rat;10;mg/kg p.c./j;;100;60%
141517-21-7;trifloxystrobine;UE;01/08/2018;AAOEL;0,3;mg/kg pc;TÈratogenËse, voie orale, lapin;50;mg/kg/p.c./j;;100;60%
126535-15-7;triflusulfuron-methyle;UE;29/03/2022;AOEL;0,06;mg/kg/j;Reproduction sur deux gÈnÈrations, rat;5,81;mg/kg p.c./j;;100;non nécessaire
126535-15-7;triflusulfuron-methyle;UE;29/03/2022;ARFD;0,15;mg/kg pc;Autre(s) Ètude(s);15;mg/kg p.c./j;Etude de dÈveloppement, lapin;100;non nécessaire
126535-15-7;triflusulfuron-methyle;UE;29/03/2022;DJA;0,025;mg/kg/j;2 ans, voie orale, rat;2,54;mg/kg p.c./j;;100;non nécessaire
126535-15-7;triflusulfuron-methyle;UE;29/03/2022;AAOEL;0,15;mg/kg pc;Autre(s) Ètude(s);15;mg/kg/p.c./j;Etude de dÈveloppement, lapin;100;non nécessaire
95266-40-3;trinexapac-ethyl;UE;04/04/2006;ARFD;non pertinent;;;;;;;non nécessaire
95266-40-3;trinexapac-ethyl;UE;04/04/2006;DJA;0,32;mg/kg/j;1 an, voie orale, chien;32;mg/kg p.c./j;;100;non nécessaire
95266-40-3;trinexapac-ethyl;UE;04/04/2006;AOEL;0,34;mg/kg/j;90 jours, voie orale, rat;34;mg/kg p.c./j;;100;non nécessaire
131983-72-7;triticonazole;UE;27/01/2006;DJA;0,025;mg/kg/j;1 an, voie orale, chien;2,5;mg/kg p.c./j;;100;non nécessaire
131983-72-7;triticonazole;UE;27/01/2006;ARFD;0,05;mg/kg pc;TÈratogenËse, voie orale, lapin;5;mg/kg p.c./j;;100;non nécessaire
131983-72-7;triticonazole;UE;27/01/2006;AOEL;0,025;mg/kg/j;1 an, voie orale, chien;2,5;mg/kg p.c./j;;100;non nécessaire
142469-14-5;tritosulfuron;UE;01/12/2008;ARFD;non pertinent;;;;;;;non nécessaire
142469-14-5;tritosulfuron;UE;01/12/2008;DJA;0,06;mg/kg/j;1 an, voie orale, chien;6;mg/kg/p.c./j;;100;non nécessaire
142469-14-5;tritosulfuron;UE;01/12/2008;AOEL;0,15;mg/kg/j;90 jours, voie orale, chien;15;mg/kg/p.c./j;;100;non nécessaire
283159-90-0;valifenalate;UE;01/07/2014;ARFD;non pertinent;;;;;;;non nécessaire
283159-90-0;valifenalate;UE;01/07/2014;DJA;0,07;mg/kg/j;1 an, voie orale, chien;7;mg/kg/p.c./j;;100;non nécessaire
283159-90-0;valifenalate;UE;01/07/2014;AOEL;0,07;mg/kg/j;1 an, voie orale, chien;7;mg/kg/p.c./j;;100;non nécessaire
137-30-4;zirame;UE;04/07/2003;AOEL;0,015;mg/kg/j;90 jours, voie orale, rat;3;mg/kg p.c./j;;100;50%
137-30-4;zirame;UE;04/07/2003;DJA;0,006;mg/kg/j;2 ans, voie orale, rat;0,6;mg/kg p.c./j;;100;non nécessaire
137-30-4;zirame;UE;14/06/2004;ARFD;0,08;mg/kg pc;TÈratogenËse, voie orale, rat;8;mg/kg p.c./j;;100;non nécessaire
156052-68-5;zoxamide;UE;01/07/2018;AAOEL;non pertinent;;;;;;;non nécessaire
156052-68-5;zoxamide;UE;01/07/2018;AOEL;0,3;mg/kg/j;90 jours et 1 an, voie orale, chien;50;mg/kg p.c./j;;100;60%
156052-68-5;zoxamide;UE;01/07/2018;DJA;0,5;mg/kg/j;90 jours et 1 an, voie orale, chien;50;mg/kg p.c./j;;100;non nécessaire
156052-68-5;zoxamide;UE;01/07/2018;ARFD;non pertinent;;;;;;;non nécessaire
112-30-1;1-decanol;UE;01/06/2011;ARFD;non pertinent;;;;;;;non nécessaire
112-30-1;1-decanol;UE;01/06/2011;AOEL;10;mg/kg/j;TÈratogenËse, voie orale, rat;1000;mg/kg/p.c./j;;100;non nécessaire
112-30-1;1-decanol;UE;01/06/2011;DJA;non pertinent;;;;;;;non nécessaire
3100-04-7†;1-methylcyclopropene;UE;01/08/2019;ARFD;0,12;mg/kg pc;90 jours, voie orale, chien;12,3;mg/kg p.c./j;;100;non nécessaire
3100-04-7†;1-methylcyclopropene;UE;01/08/2019;DJA;0,02;mg/kg/j;28 jours, voie orale, chien;4,1;mg/kg p.c./j;Reproduction sur deux gÈnÈrations, rat;200;non nécessaire
3100-04-7†;1-methylcyclopropene;UE;01/08/2019;AAOEL;0,12;mg/kg pc;90 jours, voie orale, chien;12,3;mg/kg/p.c./j;;100;non nécessaire
3100-04-7†;1-methylcyclopropene;UE;01/08/2019;AOEL;0,04;mg/kg/j;90 jours, voie orale, chien;4,1;mg/kg p.c./j;Reproduction sur deux gÈnÈrations, rat;100;non nécessaire
86-86-2;1-naphthylacetamide;UE;01/01/2012;DJA;0,1;mg/kg/j;TÈratogenËse, voie orale, rat;15;mg/kg/p.c./j;"90 jours, voie orale, rat ; 1 an, voie orale, chien";150;non nécessaire
86-86-2;1-naphthylacetamide;UE;01/01/2012;AOEL;0,07;mg/kg/j;TÈratogenËse, voie orale, rat;15;mg/kg/p.c./j;"90 jours, voie orale, rat ; 1 an, voie orale, chien";150;70%
86-86-2;1-naphthylacetamide;UE;01/01/2012;ARFD;0,1;mg/kg pc;TÈratogenËse, voie orale, rat;15;mg/kg/p.c./j;"90 jours, voie orale, rat ; 1 an, voie orale, chien";150;non nécessaire
571-58-4;1,4-dimethylnaphthalene;UE;01/07/2014;DJA;0,1;mg/kg/j;2 ans, voie orale, rat;10;mg/kg/p.c./j;;100;non nécessaire
571-58-4;1,4-dimethylnaphthalene;UE;01/07/2014;ARFD;non pertinent;;;;;;;non nécessaire
571-58-4;1,4-dimethylnaphthalene;UE;01/07/2014;AOEL;0,32;mg/kg/j;90 jours, voie orale, rat;32;mg/kg/p.c./j;;100;non nécessaire
94-75-7;2,4-D;UE;06/10/2017;DJA;0,02;mg/kg/j;1 an, voie orale, chien;2,04;mg/kg p.c./j;;100;non nécessaire
94-75-7;2,4-D;UE;06/10/2017;ARFD;0,3;mg/kg pc;TÈratogenËse, voie orale, rat;31,25;mg/kg/p.c./j;TÈratogenËse, voie orale, lapin;100;non nécessaire
94-75-7;2,4-D;UE;06/10/2017;AOEL;0,02;mg/kg/j;1 an, voie orale, chien;2,04;mg/kg p.c./j;;100;non nécessaire
1928-43-4;2,4-D ethylhexyl ester;UE;01/01/2016;DJA;0,02;mg/kg/j;1 an, voie orale, chien;2,04;mg/kg p.c./j;;100;non nécessaire
1928-43-4;2,4-D ethylhexyl ester;UE;01/01/2016;ARFD;0,3;mg/kg pc;TÈratogenËse, voie orale, rat;31,25;mg/kg/p.c./j;TÈratogenËse, voie orale, lapin;100;non nécessaire
1928-43-4;2,4-D ethylhexyl ester;UE;01/01/2016;AOEL;0,02;mg/kg/j;1 an, voie orale, chien;2,04;mg/kg p.c./j;;100;non nécessaire
94-82-6;2,4-DB;UE;01/11/2017;DJA;0,02;mg/kg/j;1 an, voie orale, chien;2,04;mg/kg p.c./j;Reproduction sur deux gÈnÈrations et 2 ans, voie orale, rat;100;non nécessaire
94-82-6;2,4-DB;UE;01/11/2017;ARFD;0,3;mg/kg pc;TÈratogenËse, voie orale, rat;31,25;mg/kg/p.c./j;TÈratogÈnËse, voie orale, lapin;100;non nécessaire
94-82-6;2,4-DB;UE;01/11/2017;AOEL;0,02;mg/kg/j;1 an, voie orale, chien;2,04;mg/kg p.c./j;;100;non nécessaire
1214-39-7;6-benzyladenine;UE;03/01/2011;AOEL;0,03;mg/kg/j;TÈratogenËse, voie orale, lapin;10;mg/kg p.c./j;;300;non nécessaire
1214-39-7;6-benzyladenine;UE;03/01/2011;ARFD;non pertinent;;;;;;;non nécessaire
1214-39-7;6-benzyladenine;UE;03/01/2011;DJA;0,01;mg/kg/j;TÈratogenËse, voie orale, lapin;10;mg/kg p.c./j;;1000;non nécessaire
