Numero CAS;NOM SA;CLASSEMENT RÉFÉRENCE;CLASSEMENT DATE;CLASSEMENT CATÉGORIE DANGER;CLASSEMENT CODE H;CLASSEMENT MENTION DANGER;FACTEUR M VALEUR;FACTEUR M ORIGINE;FACTEUR M DATE
99129-21-2;clethodim;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
99129-21-2;clethodim;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
99129-21-2;clethodim;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
105512-06-9;clodinafop-propargyl;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
105512-06-9;clodinafop-propargyl;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
105512-06-9;clodinafop-propargyl;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;ANSES;10/02/2015
105512-06-9;clodinafop-propargyl;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;10/02/2015
105512-06-9;clodinafop-propargyl;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
81777-89-1;clomazone;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
81777-89-1;clomazone;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;11/03/2021
81777-89-1;clomazone;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;11/03/2021
81777-89-1;clomazone;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
1702-17-6;clopyralid;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
99607-70-2;cloquintocet-mexyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
99607-70-2;cloquintocet-mexyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;29/10/2019
99607-70-2;cloquintocet-mexyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;ANSES;29/10/2019
99607-70-2;cloquintocet-mexyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
8011-63-0;cuivre de la bouillie bordelaise;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;11/03/2021
8011-63-0;cuivre de la bouillie bordelaise;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
8011-63-0;cuivre de la bouillie bordelaise;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
8011-63-0;cuivre de la bouillie bordelaise;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;11/03/2021
20427-59-2;cuivre de l'hydroxyde de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
20427-59-2;cuivre de l'hydroxyde de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par inhalation), catégorie 2;H330;Mortel par inhalation;;;
20427-59-2;cuivre de l'hydroxyde de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
20427-59-2;cuivre de l'hydroxyde de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;11/03/2021
20427-59-2;cuivre de l'hydroxyde de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;11/03/2021
1332-40-7 ou 1332-65-6;cuivre de l'oxychlorure de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par voie orale), catégorie 3;H301;Toxique en cas d'ingestion;;;
1332-40-7 ou 1332-65-6;cuivre de l'oxychlorure de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
1332-40-7 ou 1332-65-6;cuivre de l'oxychlorure de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;11/03/2021
1332-40-7 ou 1332-65-6;cuivre de l'oxychlorure de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;11/03/2021
1317-39-1;cuivre de l'oxyde cuivreux;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
1317-39-1;cuivre de l'oxyde cuivreux;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
1317-39-1;cuivre de l'oxyde cuivreux;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
1317-39-1;cuivre de l'oxyde cuivreux;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;11/03/2021
1317-39-1;cuivre de l'oxyde cuivreux;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;11/03/2021
12527-76-3 ou 1333-22-8;cuivre du sulfate tribasique de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;11/03/2021
12527-76-3 ou 1333-22-8;cuivre du sulfate tribasique de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
12527-76-3 ou 1333-22-8;cuivre du sulfate tribasique de cuivre;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;11/03/2021
736994-63-1;cyantraniliprole;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;12/02/2019;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;04/09/2015
736994-63-1;cyantraniliprole;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;12/02/2019;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;04/09/2015
120116-88-3;cyazofamid;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;16/04/2013
120116-88-3;cyazofamid;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;16/04/2013
101205-02-1;cycloxidime;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
400882-07-7;cyflumetofene;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Sensibilisation cutanée, catégorie 1A;H317;Peut provoquer une allergie cutanée;;;
400882-07-7;cyflumetofene;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
122008-85-9;cyhalofop butyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;29/09/2010;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;;ANSES;19/06/2012
122008-85-9;cyhalofop butyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;29/09/2010;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;19/06/2012
57966-95-7;cymoxanil;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
57966-95-7;cymoxanil;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
57966-95-7;cymoxanil;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Toxicité pour la reproduction, catégorie 2(fd);H361fd;Susceptible de nuire à la fertilité. Susceptible de nuire au foetus;;;
57966-95-7;cymoxanil;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;05/06/2014
57966-95-7;cymoxanil;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;05/06/2014
57966-95-7;cymoxanil;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
52315-07-8;cypermethrine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité spécifique pour certains organes cibles - Exposition unique - Irritation des voies respiratoires, catégorie 3;H335;Peut irriter les voies respiratoires;;;
52315-07-8;cypermethrine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
52315-07-8;cypermethrine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
52315-07-8;cypermethrine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
52315-07-8;cypermethrine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100000;UE;11/03/2021
52315-07-8;cypermethrine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100000;UE;11/03/2021
121552-61-2;cyprodinil;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;19/11/2013
121552-61-2;cyprodinil;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;19/11/2013
121552-61-2;cyprodinil;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
221667-31-8;cyprosulfamide;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;28/04/2011;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
221667-31-8;cyprosulfamide;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;28/04/2011;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
1596-84-5;daminozide;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);18/02/2022;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
533-74-4;dazomet;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
533-74-4;dazomet;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
533-74-4;dazomet;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;;;
533-74-4;dazomet;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
52918-63-5;deltamethrine;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000000;ANSES;19/03/2013
52918-63-5;deltamethrine;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000000;ANSES;19/03/2013
52918-63-5;deltamethrine;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité aiguë (par inhalation), catégorie 3;H331;Toxique par inhalation;;;
